user_agent_sk,ua_hash,user_agent,agent_type,browser_name,browser_version,operating_system,device_type
130,665dd8b7fcb6f136ecd7b3de756bae3f6aff3b94b9836e1651c9388630d813bc,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+98;+YPC+3.2.0;+Keymaster;+.NET+CLR+1.1.4322;+SpamBlockerUtility+4.8.4),Browser,IE,6.0,Windows,Other
131,5736ac43f9a83ce8399b96b7b9a562834feaf635e1754ef61069b9c4da34e1a4,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+ME)+Opera+7.11++[en],Browser,Opera,7.11,Windows,Desktop
132,4706298059a4be190146e0ee6a702f76c9a2106e51baf3413ae39e1f8dae82d4,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0),Browser,IE,6.0,Windows,Desktop
133,3bc77da418f8d50ca7be768dc79ca28ecfca44f096fc21fd790d6071a47d2fcf,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0)+BlackBerry8703e/4.1.0+Profile/MIDP-2.0+Configuration/CLDC-1.1+VendorID/104,Browser,BlackBerry,8703,Windows,Mobile
134,0bfb553f3344d41a9a3c505cca074b17d9821c8905cd10158165226fc0655967,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;),Browser,IE,6.0,Windows,Desktop
135,af40e731d962b818b4c31fc176da6931abfe9a8712e7df1e0d46784babdf7ac7,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
136,0d0227b9c3ee0cb6ed502f257e172bf7b33350b7fa3d80a433d08387115ffb5e,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
137,fab96c1e7801e8bb47a4d91569e40a2d81a49542db20f7d5f8255e11c7d1b44d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
138,17de78bf2d64e715cd01ea5f53ba54d681353e6d21f6165e8158d7d25c7a71ab,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
139,5c60180bd446706ac8dd081704a45f360d81a6053ff8dd76947701b0224aabcb,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+.NET+CLR+2.0.50727;+eMusic+DLM/4),Browser,IE,6.0,Windows,Desktop
140,3dda5eb94bfaba5daffcaf0f455c9ed470f0479902c2d1be9718dfeae781b66d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+APC;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50215;+InfoPath.1),Browser,IE,6.0,Windows,Desktop
141,4b86ecb1aaf4eefcea87923edaf7e41c00dc62eb190b9089aa26024ea5995399,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+AT&T+CSM6.0;+YPC+3.2.0;+.NET+CLR+1.1.4322;+yplus+5.1.04b),Browser,IE,6.0,Windows,Desktop
142,05b44ed2dbc04966c6f42dca6e97fd4f6c42a138e58e42b647f5054189878ba9,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+Avant+Browser+[avantbrowser.com];+Hotbar+4.4.5.0),Browser,Avant,1,Windows,Desktop
143,2cf1212236eaed84214817dea5a7743371867eb198b8ae12e6a6d6f00969bdcc,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+MRA+4.7+(build+01670)),Browser,IE,6.0,Windows,Desktop
144,53aaac450a7885c152d1e1e9a112ab3cd1f9c9952475277fbb8b90e13ba56f31,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.0;+VZ_IE6;+iebar;+acc=;+acc=vonner),Browser,IE,6.0,Windows,Desktop
145,99867ee63b5e3251c4cc9b182a5158df0ab01152dd6765151ef093517fa0b0c7,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1),Browser,IE,6.0,Windows,Desktop
146,4a158418f41961734bbcba3e062e9831c25dfc624a99b1e72fdb37e901375b96,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;),Browser,IE,6.0,Windows,Desktop
147,c24b8777e5c20d291d76fb754909fb5bfaf3ee199a252332002a5e3219a497be,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+(none);+Media+Center+PC+2.8;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+ZangoToolbar+4.8.3),Browser,IE,6.0,Windows,Desktop
148,e3692566b006aa42bd205afc04e7b59b216910ef42a51a1c6c1eb132efce08f7,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705),Browser,IE,6.0,Windows,Desktop
149,8cc509ee14a97edcff3defbd654689ff1667d9fa3c263d86ef329f499d916ba4,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
150,1447df0a74361d7fdb7ace720f9efaebdb9dd5f888d06e13a8584f0c56b5877e,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
151,9370cb07f788560a3d6f53e492fd168870ce084add3149dad207a0f5da35506d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+Alexa+Toolbar;+(R1+1.5)),Browser,IE,6.0,Windows,Desktop
152,b492f246bc955ffcd8834538d83e76bdad40d99115586344ff4cd5c821780aad,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+{245B3260-89AB-8349-AD7C-E8F8063D2D2A};+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
153,28eb94475f44d67aa31af5f64f80ab2237f12611c8bea944508ca297d4a74f9d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+{2BAD0054-D426-06A9-FD67-59D297D3772B};+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
154,68174130cd7ff267e2c95695901d4734c725202bd973178e72a45bb3e2743171,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+{595C22CB-22F3-482A-9989-B0FC041F36A3};+FunWebProducts;+SV1;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
155,71b481174ae6b16d3cc29a9fa2fa7b337c58fcddd2430119aab1459daa0b140a,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+{81C5C242-8D35-668E-2F8C-257FA808E6CA};+.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
156,1b438ba35701b8d8e420c1b3c017477e415b94404246ac9b1b07f73641b33e1c,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+{DB258E51-CD23-D046-8027-065117959629};+SV1;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
157,599fd1b53815f1e154ae5fdf1ecdb8f148a554ea10cd58137565c49c87a99e7c,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1),Browser,IE,6.0,Windows,Desktop
158,33b4ddb0ff196949f3a1de88125ab67a9ab27883b69b1349211953e269171c1f,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
159,92c0477113a0d0c4c2df9f297fdcf9d6589dc8c2a1ba90f3d8fbd4aad845d071,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607),Browser,IE,6.0,Windows,Desktop
160,52781bb7765bb277695df46020c96631cd27a40e1ae2a111fb0ac4460a5c08e6,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
161,5b2203b648756e41e8e67f7e663ddb160912d3ad5355e991268b1a06feab04b0,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707),Browser,IE,6.0,Windows,Desktop
162,2efd7b4d45b0e6be42749529084b004fecefd9d8d88d80f56ebf2e79a9d1fc4b,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
163,923d51e28e9345b988605e808474812159b22b1daf65aed98dd34ebb163fcd2b,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
164,59487ceae3059738e0c2acd4217e0cd1a92f9119487cd4345e4b3ee6483a72f5,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
165,1a561dc3f16f5acef9110d7e2fd67bdb99e48ad602007befcba8a58b77f1e3da,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
166,06bc0db9ad136694269f1fb9a2269b1e73dcd85aa4671b1ee2828e2d62eafd09,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
167,f04de2c3e85337aeaa3cfe1efb5d740483feb01cd17a2141be815f704e04e3ab,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
168,694ec46bf42e1ecc3d7d6d711ed9526da57c814a8188f82b8f5dbbff202baf2d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
169,f0ecba559a98e583f87038ca2c490e111258c864155d05eb8f79e9695d04aca1,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607),Browser,IE,6.0,Windows,Desktop
170,8d90f8b5b2462456e2f29eb7d444cb9f703ff855349e78d8ef059ffe9a2b4ed3,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
171,d245bac38c4d78bac3d93f050870b5a0a5c2d2b38f7a4373cbc4d69d56cfd693,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729),Browser,IE,6.0,Windows,Desktop
172,72a38b9c4b58ab1e4ddb1ae2a430b474d148183c0821a5b43d1bea7add622911,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707),Browser,IE,6.0,Windows,Desktop
173,12c77ff10881e73a4995657d315b34bb1cae1bdf118d8ecaa861738b241ee717,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
174,2d850a7ab70dc666628b298f79002dd750fcf89139bc8bc16225e82afea76915,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729),Browser,IE,6.0,Windows,Desktop
175,3ac62dfcbe9c12062d6d3418da2fbd1db3bfc9e4cee4a8b03b10decc3d335095,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707),Browser,IE,6.0,Windows,Desktop
176,b6dc6d95098c5c62feba02df94e095e55479b036f136c5f089222bb971193707,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SLCC1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
177,bce6bf7a5bc01b4049fe13fb3e4a83aecd01f8f4d06723ff0008ee784d8df4a5,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
178,315b64f25071e391ead6ad69b051d2ceb19472935e1c5807f94200f0ca27fdfd,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729),Browser,IE,6.0,Windows,Desktop
179,604039d458df38444b1a76d943c1dc578a55ad9185f3d235a61143c713ec2714,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
180,49f095068465283e10b586b6ae3c2101f3d65be5f06b2e18d47d2d2dddb32c07,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
181,7d2b1496741546d234f247e42a8fa8e9c0a38d18c7084bf9550a3c8f31cf9c01,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
182,7322c3421ad3710071c06474f30239a9ea175e43550f45339051b80e8f65eba2,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707),Browser,IE,6.0,Windows,Desktop
183,a1b812c9343c975841599ae5c875ee5b5f646f21233add8d8eb3160fa1c606b4,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4322;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
184,94f7f14f1ccd2ee67dc354d5d53c1c71640b3939f74fc4dde1a4863e826f435d,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607),Browser,IE,6.0,Windows,Desktop
185,5a9afe51bd3bdadb7f2db326cb584aa9fcfe223e29ccb5204223e7aaaf1390a8,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
186,c05e9f59eb3712b4469eda7c01001d80f4c1fcd75d88f95b76d616fef7f378e6,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729),Browser,IE,6.0,Windows,Desktop
187,793d7a5122e481517949d7ced1d17b966ad062bae2f12485ba61c78c54b789f5,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.40607;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
188,cde6aeac4c5af18d92a73af2e2c1e2ee404956bb2e52643b4d93081f09315b12,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.04506.648),Browser,IE,6.0,Windows,Desktop
189,11cf30e875942917f6fef28cc2dcb289319cf8e6bc67cc2a89d2bbf36674d3a5,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++InfoPath.2),Browser,IE,6.0,Windows,Desktop
190,f1eaf4579fac8e89a120acf9796bbcdae6921f55feda92f7a6549e62cd73879c,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30707;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
191,6eaa51d0e2b79f54d88168a11798dd0e13b9a318994d0b436c68d58828a2c2a7,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;++SV1;++.NET+CLR+1.1.4325;++.NET+CLR+2.0.50727;++.NET+CLR+3.0.30729;++.NET+CLR+3.5.30729;++MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
192,1734c434992bf5f1bca6a8b1de33d0fbe1156d58b9d64878e7e1bd0f842936dd,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Deepnet+Explorer+1.5.0;+.NET+CLR+1.0.3705),Browser,IE,6.0,Windows,Desktop
193,3f903f9c41cf0ebac76d99cb63dbf3290114356589e6b99c6027f42d1dacd873,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+DigExt;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
194,d0bb771231682ea8a424e4d89f8f405dd2361dde073776df38da3eb426f629bf,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+en),Browser,IE,6.0,Windows,Desktop
195,9c2ce773acf4f7edcb614f0a4fdd2b04193431d087e10b7abe5d7998c50f48b8,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+FREE;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
196,594299e0cac2facf483cae722339a7e235edfa56aa319d68136530298e678a84,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+FunWebProducts;+Hotbar+4.3.5.0;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+MSN+6.1;+MSNbMSFT;+MSNmen-us;+MSNc00;+v5m),Browser,IE,6.0,Windows,Desktop
197,7bcaebc88560083287ebeb0f2d7c4bf07cf8f502f9ecbffc36c69a8134e05a29,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+FunWebProducts;+iebar;+acc=;+acc=none;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
198,63122bbd71b2cd64691d7677d1ca67986ef2f005320fa4461a7b86fbfe0cc0f1,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+FunWebProducts;+SV1;+.NET+CLR+1.1.4322;+ZangoToolbar+4.8.2),Browser,IE,6.0,Windows,Desktop
199,3cf80c398fcfcc64116a1b475f0fed49df6abe880aab85ce8ba6ac0a6c8db577,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+FunWebProducts;+SV1;+Hotbar+4.5.0.0;+.NET+CLR+1.0.3705),Browser,IE,6.0,Windows,Desktop
200,d3b6a80e8206c6e852f7dadbc8070befe92b361c2d26150761e4e17e39113a2f,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+iebar;+SV1;+acc=;+acc=none;+(none)),Browser,IE,6.0,Windows,Desktop
201,e415662602b6ebb1081df946ca0310b5c04b4af3cf74b87d1bc07faf9c0c13c3,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+KKman2.0),Browser,IE,6.0,Windows,Desktop
202,d1b6cd431ad45d75d09c2fdbf702e7344aa3f29a44ff30067e8a0458af152132,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Maxthon),Browser,Maxthon,0,Windows,Desktop
203,e474e192619a167fa8fda2b8b44caf0d27a2b523b341701be0fe85ce54425d41,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Maxthon;+.NET+CLR+1.1.4322),Browser,Maxthon,0,Windows,Desktop
204,867a3606aba7352d82b9a53135ca0d1da94c3184c87d1737bb0eafc97f004c64,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Q312461),Browser,IE,6.0,Windows,Desktop
205,b4184e436788d9b3f37b13ea9aec79e6223ed9375ece5d92c16ef4c83699de93,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Q312461;+SV1;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
206,eb222a592fcbc7763eb3901d4978342c1de54022ebdb4c381d83d5a3d435c83a,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+Q312461;+SV1;+MSN+6.1;+MSNbDELL;+MSNmen-us;+MSNc22;+v5m),Browser,IE,6.0,Windows,Desktop
207,9681e8ba1660170e3388f22a45021e80f5b5b5b2a32ecc4196d1710a50780046,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+ru)+Opera+8.01,Browser,Opera,8.1,Windows,Desktop
208,655dde0ee3bee490971cb3d069b7c4a77ea7a6b9445a40f93a21e73a27c950ec,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+sbcydsl+3.11;+FunWebProducts;+SV1;+YPC+3.2.0;+.NET+CLR+1.1.4322;+yplus+5.1.02b),Browser,IE,6.0,Windows,Desktop
209,0c489ec2a0044461cd93bd17643bac828a287fe481888bf60ff92c29928d1d99,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+sbcydsl+3.12;+InfoPath.1),Browser,IE,6.0,Windows,Desktop
210,944b1b2bbb5c110874c758e9c7dfae86dd9e390b3e7265d4d3bf6201064d0899,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1),Browser,IE,6.0,Windows,Desktop
211,0913fd9966aaaf256325d69d7a72f2716ebedb50a4a1775af1ca1a457960be83,"Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1),gzip(gfe)+(via+translate.google.com)",Browser,IE,6.0,Windows,Desktop
212,a936cfacef704e5ebe8a953dd99d4736d2481a164861ed1889ec02732007c15e,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.1),Browser,IE,6.0,Windows,Desktop
213,9bf66d1bee8860c9b60cee00506b184a71397cb46ba678f5cd9f2b2b39cf79d3,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+MSN+9.0;MSN+9.1;+MSNbVZ02;+MSNmen-us;+MSNcOTH),Browser,IE,6.0,Windows,Desktop
214,b2cf783f39bdf03ca3a6879162653dca1725f4bbb0037cc7da3d3154f08c7f57,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+Media+Center+PC+4.0;+Media+Center+PC+3.0;+yplus+5.1.04b),Browser,IE,6.0,Windows,Desktop
215,4c3fd2f3fc1ff1f04ef92274acc1a1a7fe488e824b4f4249fba8e85bbef2393a,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322),Browser,IE,6.0,Windows,Desktop
216,5e864d5f20055fac920d1077e0840d1bd9e0ad99928b6afa60bde2f4b0d56c96,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322)+Babya+Discoverer++8.0:,Browser,IE,6.0,Windows,Desktop
217,2967b367ec2768e2af9217ba3be64c3d8bc52b403c5e0fab93bfb981e2b5f220,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),Browser,IE,6.0,Windows,Desktop
218,3dd58cdc2eb658346798a12c9239677a9618d1650fa1d26a3801357e761456d7,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+1.0.3705;+MS-RTC+LM+8),Browser,IE,6.0,Windows,Desktop
219,35e5464e6de2e6fa0ca99620719f558610d80a37f48739b2a87807031c7f15ee,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30),Browser,IE,6.0,Windows,Desktop
220,986422abb111a58c0b3831c40e159473d0509b9b41de257eeaa4b9b081514dfe,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+InfoPath.2),Browser,IE,6.0,Windows,Desktop
221,218aedb3f5d83431b6010de42a876a29efb7e4a9c13152af21aa25aa2cfc09f0,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,6.0,Windows,Desktop
